c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-72916AE0,40,4,Victoria Island,Lagos,Deborah Obasanjo,2017-08-17,Verified
C-OF-O-BF3585B1,10,22,Victoria Island,Lagos,Hope Ibrahim,2019-09-12,Verified
C-OF-O-B4B19DE5,48,22,Enugu-Ukwu,Anambra,Michael Uche,2021-06-23,Verified
C-OF-O-D35808C0,57,4,Amawbia,Anambra,Philip Ogunleye,2022-01-28,Verified
C-OF-O-374160CD,31,30,Trans-Ekulu,Enugu,Ruth Akinwale,2012-08-08,Verified
C-OF-O-338FCA75,129,36,Ikoyi,Lagos,Gloria Balogun,2016-02-12,Verified
C-OF-O-AED636FC,103,8,Ikoyi,Lagos,Andrew Obi,2022-01-11,Verified
C-OF-O-5EB31794,108,28,Surulere,Lagos,Gloria Ibrahim,2018-05-11,Verified
C-OF-O-24E65395,195,15,Ikoyi,Lagos,Daniel Adeyemi,2017-07-10,Verified
C-OF-O-A8B1740E,131,2,Onitsha GRA,Anambra,Daniel Obi,2013-09-05,Verified
C-OF-O-AA26DDC5,78,47,New Haven,Enugu,Sarah Okonkwo,2024-06-03,Verified
C-OF-O-D7FE00FB,31,5,Onitsha GRA,Anambra,Mark Okonkwo,2014-11-26,Verified
C-OF-O-EDD82122,130,29,New Haven,Enugu,Cornelius Ojo,2024-01-01,Verified
C-OF-O-2C88D706,112,11,Enugu-Ukwu,Anambra,Victoria Obasanjo,2022-10-14,Verified
C-OF-O-331150EE,108,25,New Haven,Enugu,Patience Obi,2019-10-13,Verified
C-OF-O-B3E229CB,119,22,Nnewi,Anambra,Joseph Okafor,2014-12-12,Verified
C-OF-O-0BCB811D,126,15,Trans-Ekulu,Enugu,Paul Akinwale,2019-10-08,Verified
C-OF-O-12C29496,58,16,Uwani,Enugu,Andrew Ogunleye,2020-05-10,Verified
C-OF-O-BE0924E6,60,11,Nnewi,Anambra,Mary Ogunleye,2017-12-23,Verified
C-OF-O-7F3EF766,97,48,Uwani,Enugu,Angela Ibrahim,2018-06-01,Verified
C-OF-O-2975CE54,127,25,Nnewi,Anambra,Peter Ibrahim,2021-03-16,Verified
C-OF-O-2B806E75,147,5,Ikoyi,Lagos,Juliet Ogunleye,2022-12-10,Verified
C-OF-O-51F3DE38,153,27,Ikoyi,Lagos,John Olawale,2020-06-18,Verified
C-OF-O-4A1B8D36,59,26,Amawbia,Anambra,Joshua Obasanjo,2023-01-08,Verified
C-OF-O-7963C860,154,49,Uwani,Enugu,Peter Olawale,2022-10-04,Verified
C-OF-O-BBDA6E2F,113,26,Victoria Island,Lagos,John Adeyemi,2013-10-20,Verified
C-OF-O-A2AEC200,165,14,Victoria Island,Lagos,Esther Obasanjo,2022-09-07,Verified
C-OF-O-16572640,186,33,Ikeja GRA,Lagos,Benjamin Okonkwo,2018-02-08,Revoked
C-OF-O-481DAE27,81,45,Amawbia,Anambra,Samuel Eze,2022-01-08,Verified
C-OF-O-3E47633D,94,17,Nnewi,Anambra,Mary Ibrahim,2013-04-06,Verified
C-OF-O-08399AFD,80,44,New Haven,Enugu,Joy Abiola,2016-03-25,Verified
C-OF-O-351D8AE6,46,25,GRA,Enugu,Emmanuel Okonkwo,2021-10-04,Verified
C-OF-O-0DAAFCFC,156,30,GRA,Enugu,Joseph Adetokunbo,2013-07-27,Verified
C-OF-O-E3B83B2D,60,1,New Haven,Enugu,Juliet Obasanjo,2014-08-09,Verified
C-OF-O-8C338170,193,45,Surulere,Lagos,Joseph Ojo,2018-01-15,Verified
C-OF-O-C48E224D,63,31,Victoria Island,Lagos,Gabriel Obasanjo,2016-02-01,Verified
C-OF-O-768E2B7A,46,20,Amawbia,Anambra,Nathaniel Okonkwo,2022-02-06,Verified
C-OF-O-8EEFAAA9,172,30,Trans-Ekulu,Enugu,Ruth Chukwu,2014-04-17,Verified
C-OF-O-942A3239,18,18,Ikoyi,Lagos,Victoria Oyekan,2011-04-23,Verified
C-OF-O-71C25363,105,21,GRA,Enugu,Paul Eze,2022-10-10,Verified
C-OF-O-6218E678,151,7,Trans-Ekulu,Enugu,Joshua Akinwale,2014-07-19,Verified
C-OF-O-5302B458,125,49,Onitsha GRA,Anambra,Michael Balogun,2013-08-01,Verified
C-OF-O-A3451046,137,25,GRA,Enugu,Benjamin Adetokunbo,2014-11-19,Verified
C-OF-O-11EF70DA,62,14,Trans-Ekulu,Enugu,Samuel Nnamani,2021-06-22,Verified
C-OF-O-B712A8C6,36,10,Uwani,Enugu,Stephen Nnamani,2021-04-18,Verified
C-OF-O-0139BF89,29,8,Ikeja GRA,Lagos,Emmanuel Olawale,2019-01-21,Verified
C-OF-O-A205FE9F,82,14,Onitsha GRA,Anambra,Juliet Oyekan,2019-11-29,Verified
C-OF-O-1ACC83EB,169,23,Uwani,Enugu,John Balogun,2012-08-14,Verified
C-OF-O-6BDD3AE5,190,25,Surulere,Lagos,Gloria Ogunleye,2015-09-28,Verified
C-OF-O-D063449D,85,8,New Haven,Enugu,Daniel Eze,2024-05-13,Verified
C-OF-O-45A4A095,112,1,Trans-Ekulu,Enugu,Simon Ojo,2023-11-05,Verified
C-OF-O-799DD21B,108,47,Ikeja GRA,Lagos,Emmanuel Obasanjo,2018-03-05,Verified
C-OF-O-53416607,55,37,Onitsha GRA,Anambra,Mark Olawale,2019-12-16,Verified
C-OF-O-79C249D6,61,37,Ikeja GRA,Lagos,Esther Ojo,2019-07-16,Verified
C-OF-O-31869C23,97,25,Surulere,Lagos,Andrew Chukwu,2020-02-14,Verified
C-OF-O-FD525BF9,83,11,Ikoyi,Lagos,Gloria Ekwueme,2019-05-12,Verified
C-OF-O-4BAD918D,28,36,GRA,Enugu,Mark Uche,2019-07-13,Verified
C-OF-O-EA61E0EA,21,19,Amawbia,Anambra,John Uche,2015-03-06,Verified
C-OF-O-3B680898,91,4,Uwani,Enugu,Mary Uche,2023-08-06,Verified
C-OF-O-A6F34A5A,161,12,Victoria Island,Lagos,Angela Uche,2023-09-19,Verified
C-OF-O-E2CFACBF,51,49,Uwani,Enugu,Stephen Olawale,2015-05-19,Verified
C-OF-O-96C68844,57,35,Ikeja GRA,Lagos,Ruth Uche,2023-09-28,Verified
C-OF-O-3A24F8B4,171,24,Trans-Ekulu,Enugu,Emmanuel Adeyemi,2022-12-26,Verified
C-OF-O-DDF05210,91,45,Ikoyi,Lagos,Faith Ekwueme,2012-09-09,Verified
C-OF-O-8779B68B,44,4,Ikeja GRA,Lagos,Philip Ekwueme,2016-02-04,Revoked
C-OF-O-752F8C69,192,47,Ikoyi,Lagos,Victoria Obasanjo,2017-12-23,Verified
C-OF-O-A4120606,191,46,Amawbia,Anambra,John Nnamani,2020-10-23,Verified
C-OF-O-71AB4A2A,33,12,Amawbia,Anambra,Patience Eze,2021-03-15,Verified
C-OF-O-9002D671,68,14,Ikeja GRA,Lagos,Patience Ekwueme,2017-03-01,Verified
C-OF-O-E2AC83A4,127,2,Ikoyi,Lagos,James Obi,2021-06-26,Verified
C-OF-O-7E964117,52,28,Ikeja GRA,Lagos,Hope Olawale,2024-10-13,Verified
C-OF-O-F5F3F5E1,178,22,Trans-Ekulu,Enugu,Victoria Balogun,2016-08-10,Verified
C-OF-O-24BBFC39,155,19,Ikoyi,Lagos,Samuel Okonkwo,2019-06-26,Verified
C-OF-O-63967E9F,58,38,Victoria Island,Lagos,Juliet Ekwueme,2022-04-12,Verified
C-OF-O-B91B2EAC,94,22,Nnewi,Anambra,Gabriel Balogun,2011-08-07,Verified
C-OF-O-7259B08B,32,15,Ikoyi,Lagos,Ruth Okafor,2016-04-09,Verified
C-OF-O-D0AEF312,183,45,Enugu-Ukwu,Anambra,Nathaniel Obasanjo,2023-12-01,Verified
C-OF-O-4B386B90,31,34,Nnewi,Anambra,Ruth Uche,2015-05-22,Verified
C-OF-O-59438534,113,5,Surulere,Lagos,Andrew Okonkwo,2012-07-26,Verified
C-OF-O-3915ED95,173,11,Nnewi,Anambra,Benjamin Ogunleye,2018-05-28,Verified
C-OF-O-45004A45,179,49,Enugu-Ukwu,Anambra,Mark Balogun,2017-11-08,Verified
C-OF-O-CF66D191,20,37,Victoria Island,Lagos,Hope Eze,2013-10-28,Verified
C-OF-O-99017329,122,20,GRA,Enugu,Deborah Okafor,2020-05-26,Verified
C-OF-O-7766292D,199,12,Onitsha GRA,Anambra,Joy Adeyemi,2023-09-20,Verified
C-OF-O-FB7B46C9,150,6,Ikeja GRA,Lagos,Cornelius Uche,2021-02-26,Verified
C-OF-O-748E7034,40,1,Amawbia,Anambra,Stephen Obi,2012-10-31,Verified
C-OF-O-BAB90E33,118,9,Uwani,Enugu,Charity Adetokunbo,2022-06-22,Verified
C-OF-O-07A41A40,160,41,Nnewi,Anambra,Elizabeth Oyekan,2012-05-09,Verified
C-OF-O-1701BDF7,53,34,Onitsha GRA,Anambra,Mark Okonkwo,2017-02-18,Verified
C-OF-O-4F51FBA7,107,38,Victoria Island,Lagos,Simon Obi,2022-07-09,Verified
C-OF-O-D10A38B1,82,33,GRA,Enugu,Agnes Adeyemi,2023-12-25,Verified
C-OF-O-E04C094F,101,4,Ikeja GRA,Lagos,Philip Adetokunbo,2022-01-29,Verified
C-OF-O-D6429DDC,75,19,Enugu-Ukwu,Anambra,Benjamin Olawale,2024-10-08,Verified
C-OF-O-635DEFC8,101,7,New Haven,Enugu,Faith Abiola,2013-10-29,Verified
C-OF-O-EB33C3C6,11,22,GRA,Enugu,Grace Balogun,2020-12-25,Verified
C-OF-O-2728FF04,139,43,Nnewi,Anambra,Joshua Eze,2024-09-19,Verified
C-OF-O-F5BD2471,117,13,Uwani,Enugu,Peace Ogunleye,2013-05-05,Verified
C-OF-O-E4339BD2,75,37,Uwani,Enugu,Peter Ibrahim,2014-12-10,Verified
C-OF-O-975F8DE4,37,34,GRA,Enugu,Cornelius Ogunleye,2011-12-09,Verified
C-OF-O-06F8D38A,52,40,Surulere,Lagos,John Okonkwo,2014-08-18,Verified
C-OF-O-8B2ABA82,185,45,Onitsha GRA,Anambra,David Obi,2013-03-10,Verified
C-OF-O-85844068,17,30,Nnewi,Anambra,Joy Obasanjo,2018-02-05,Verified
C-OF-O-1937E995,187,3,GRA,Enugu,Michael Adeyemi,2017-12-26,Verified
C-OF-O-3158745C,146,26,Enugu-Ukwu,Anambra,Comfort Oyekan,2011-09-25,Verified
C-OF-O-59D54B5B,81,28,Trans-Ekulu,Enugu,Esther Olawale,2018-05-11,Verified
C-OF-O-1B685F0D,183,36,Nnewi,Anambra,Elizabeth Ekwueme,2023-07-08,Verified
C-OF-O-E0E916CD,191,26,New Haven,Enugu,Peace Obasanjo,2022-10-16,Verified
C-OF-O-398E56FC,111,40,Onitsha GRA,Anambra,Joshua Adetokunbo,2024-08-11,Verified
C-OF-O-EAD4558E,103,1,Onitsha GRA,Anambra,Simon Chukwu,2023-07-12,Verified
C-OF-O-0002575D,78,14,Amawbia,Anambra,Joseph Adetokunbo,2018-06-05,Verified
C-OF-O-5DE74F70,174,39,Victoria Island,Lagos,Paul Okafor,2013-04-26,Verified
C-OF-O-DE08D9B4,198,48,Uwani,Enugu,Cornelius Oshodi,2019-12-27,Verified
C-OF-O-561EAE57,150,35,Victoria Island,Lagos,Paul Oshodi,2020-07-22,Verified
C-OF-O-DC43B69E,92,31,Onitsha GRA,Anambra,David Ekwueme,2022-11-08,Verified
C-OF-O-2E53376A,125,4,Onitsha GRA,Anambra,Andrew Oyekan,2020-06-05,Verified
C-OF-O-AEA5ACAE,123,30,Enugu-Ukwu,Anambra,Daniel Akinwale,2011-09-04,Verified
C-OF-O-6F10E8BE,165,48,Victoria Island,Lagos,Deborah Abiola,2022-08-01,Verified
C-OF-O-C7A5BF6F,62,44,Ikoyi,Lagos,James Eze,2020-11-30,Verified
C-OF-O-75230ECD,123,49,Surulere,Lagos,Elizabeth Akinwale,2023-04-12,Verified
C-OF-O-C9F8BAD0,137,1,Amawbia,Anambra,Andrew Ibrahim,2023-12-21,Verified
C-OF-O-F77CEF2A,171,30,Trans-Ekulu,Enugu,Emmanuel Chukwu,2015-01-30,Verified
C-OF-O-74B9560D,81,10,Uwani,Enugu,Joseph Eze,2019-02-15,Verified
C-OF-O-F4FFA423,196,22,Victoria Island,Lagos,Andrew Akinwale,2023-06-08,Verified
C-OF-O-AC6BCF9F,10,31,Trans-Ekulu,Enugu,Emmanuel Uche,2019-09-21,Verified
C-OF-O-77AB8272,174,21,Uwani,Enugu,Ruth Ogunleye,2017-12-12,Verified
C-OF-O-2D98B898,173,32,Uwani,Enugu,Paul Okonkwo,2020-11-17,Verified
C-OF-O-1B8EEAAD,76,17,Enugu-Ukwu,Anambra,Paul Nnamani,2015-03-08,Verified
C-OF-O-6ADC9547,182,13,New Haven,Enugu,David Olawale,2016-01-17,Verified
C-OF-O-67AD0BDF,64,23,Surulere,Lagos,Michael Okafor,2011-12-09,Verified
C-OF-O-B8A122F6,163,26,Onitsha GRA,Anambra,Faith Eze,2016-07-22,Verified
C-OF-O-3325F5E2,121,24,Surulere,Lagos,David Adetokunbo,2014-10-12,Verified
C-OF-O-4F9C2F56,179,50,Uwani,Enugu,Joseph Obasanjo,2021-02-16,Verified
C-OF-O-318FAA1F,89,49,Nnewi,Anambra,Mark Abiola,2014-03-23,Verified
C-OF-O-2201931B,116,10,Amawbia,Anambra,Stephen Ojo,2012-05-27,Verified
C-OF-O-32ECE00D,81,17,New Haven,Enugu,Nathaniel Adetokunbo,2019-11-20,Verified
C-OF-O-86474BA9,82,49,Onitsha GRA,Anambra,Victoria Akinwale,2021-02-18,Verified
C-OF-O-9BD03657,39,50,Trans-Ekulu,Enugu,John Nnamani,2021-05-18,Verified
C-OF-O-7F00F52E,86,36,Ikoyi,Lagos,Peace Adeyemi,2011-12-28,Verified
C-OF-O-DD19F282,190,31,Trans-Ekulu,Enugu,Michael Ogunleye,2017-05-22,Verified
C-OF-O-6EE110D2,185,16,Trans-Ekulu,Enugu,James Oyekan,2014-12-07,Verified
C-OF-O-0D1E6546,149,28,Victoria Island,Lagos,Esther Abiola,2019-12-25,Verified
C-OF-O-E5A299FF,121,26,New Haven,Enugu,Daniel Ekwueme,2023-05-05,Verified
C-OF-O-410DDE5A,18,26,Victoria Island,Lagos,Victoria Ekwueme,2024-08-18,Verified
C-OF-O-247EAE61,181,26,Trans-Ekulu,Enugu,Mark Nnamani,2013-09-18,Verified
C-OF-O-DC95C0FC,185,21,Victoria Island,Lagos,Peace Eze,2022-10-02,Verified
C-OF-O-4C7F0F99,11,5,Nnewi,Anambra,Blessing Okafor,2023-05-20,Under Dispute
C-OF-O-68471E5B,46,11,Ikeja GRA,Lagos,Grace Obi,2010-11-24,Verified
C-OF-O-09431ADD,198,26,Ikeja GRA,Lagos,Sarah Nnamani,2023-12-09,Verified
C-OF-O-72AC2282,77,10,Uwani,Enugu,Daniel Balogun,2023-04-20,Verified
C-OF-O-4FA60147,131,23,Enugu-Ukwu,Anambra,Agnes Abiola,2022-07-04,Verified
C-OF-O-D1D8E5F3,105,13,Ikeja GRA,Lagos,John Abiola,2023-11-12,Verified
C-OF-O-639DBFFD,73,23,Onitsha GRA,Anambra,Patience Abiola,2016-06-30,Verified
C-OF-O-4632DAB2,188,24,New Haven,Enugu,Sarah Okafor,2022-03-29,Verified
C-OF-O-E02439E5,64,46,Ikoyi,Lagos,Peace Uche,2012-09-02,Verified
C-OF-O-498B1CEC,101,2,Ikoyi,Lagos,Grace Balogun,2024-05-22,Verified
C-OF-O-9AD42854,96,1,Onitsha GRA,Anambra,Agnes Ibrahim,2014-03-27,Verified
C-OF-O-9805E120,77,1,Amawbia,Anambra,Benjamin Ibrahim,2022-01-26,Verified
C-OF-O-336AFBB9,161,29,Amawbia,Anambra,Hope Akinwale,2023-03-08,Verified
C-OF-O-D5CBCAE2,117,32,Uwani,Enugu,Paul Obasanjo,2022-12-28,Verified
C-OF-O-AFBCE070,145,17,Ikeja GRA,Lagos,Samuel Ekwueme,2018-12-13,Verified
C-OF-O-6BCA303E,79,10,Onitsha GRA,Anambra,Blessing Chukwu,2016-08-16,Verified
C-OF-O-2A1509BD,5,37,GRA,Enugu,Agnes Akinwale,2022-06-04,Verified
C-OF-O-8D438A76,176,50,Uwani,Enugu,Benjamin Abiola,2019-06-19,Verified
C-OF-O-4F652C6C,28,50,Onitsha GRA,Anambra,Joshua Uche,2011-02-24,Revoked
C-OF-O-639E6467,42,31,Ikoyi,Lagos,Benjamin Olawale,2012-05-18,Under Dispute
C-OF-O-D5F284F1,50,25,New Haven,Enugu,Michael Akinwale,2015-05-08,Verified
C-OF-O-2D9D99A8,60,27,Surulere,Lagos,Daniel Obasanjo,2019-12-12,Pledged as Collateral
C-OF-O-C4DED9FD,195,23,Uwani,Enugu,Paul Ibrahim,2023-08-22,Verified
C-OF-O-18BAB7B2,191,45,GRA,Enugu,Victoria Ekwueme,2022-04-16,Verified
C-OF-O-73356D7B,5,20,New Haven,Enugu,Grace Ekwueme,2018-09-26,Verified
C-OF-O-0C91A15B,22,21,Amawbia,Anambra,Simon Ojo,2013-01-25,Verified
C-OF-O-9CA95E66,36,8,Trans-Ekulu,Enugu,Gloria Nnamani,2022-03-19,Verified
C-OF-O-D9001D9F,94,23,Surulere,Lagos,Michael Balogun,2021-04-05,Verified
C-OF-O-04D3D288,158,37,Onitsha GRA,Anambra,Sarah Okonkwo,2022-04-20,Verified
C-OF-O-1B6937BE,24,21,Trans-Ekulu,Enugu,Juliet Obi,2015-12-16,Verified
C-OF-O-7F7B6AEB,48,24,Trans-Ekulu,Enugu,Mark Abiola,2017-01-27,Verified
C-OF-O-1AD77FCA,25,6,Onitsha GRA,Anambra,Philip Okonkwo,2014-08-02,Verified
C-OF-O-DC7C6F5B,125,43,Enugu-Ukwu,Anambra,Patience Nnamani,2023-10-16,Verified
C-OF-O-96B4493D,20,26,Amawbia,Anambra,Elizabeth Ogunleye,2017-11-29,Verified
C-OF-O-F9A6A28B,47,46,Onitsha GRA,Anambra,Philip Obi,2011-09-05,Verified
C-OF-O-1D0FC8E6,39,39,Nnewi,Anambra,Peace Oshodi,2022-04-04,Verified
C-OF-O-BE902F15,191,32,Surulere,Lagos,Deborah Olawale,2015-07-17,Verified
C-OF-O-4BF7F7FD,178,46,Trans-Ekulu,Enugu,Joy Olawale,2016-06-09,Verified
C-OF-O-2403CDEF,54,35,Victoria Island,Lagos,Charity Okafor,2022-05-03,Revoked
C-OF-O-DD795591,4,18,GRA,Enugu,Joseph Olawale,2017-06-05,Verified
C-OF-O-9A64C715,166,49,Ikoyi,Lagos,Patience Adetokunbo,2016-09-15,Verified
C-OF-O-774337C0,17,20,Uwani,Enugu,Juliet Oshodi,2023-08-04,Verified
C-OF-O-866B4257,99,38,Victoria Island,Lagos,Mary Adetokunbo,2014-02-05,Verified
C-OF-O-90863E24,21,50,Surulere,Lagos,Hope Adeyemi,2021-06-27,Verified
C-OF-O-D629D433,150,48,Ikoyi,Lagos,James Adetokunbo,2020-12-04,Verified
C-OF-O-FB9CF439,196,23,Victoria Island,Lagos,Agnes Okonkwo,2014-08-01,Verified
C-OF-O-FDA87ADE,138,40,GRA,Enugu,Sarah Ekwueme,2021-07-01,Verified
C-OF-O-C6414A00,88,20,Trans-Ekulu,Enugu,Ruth Nnamani,2022-01-28,Verified
C-OF-O-4D52EF49,76,46,Surulere,Lagos,Daniel Okafor,2022-09-01,Verified
C-OF-O-10C8CE34,126,42,Ikoyi,Lagos,Daniel Abiola,2012-08-30,Verified
C-OF-O-131C7923,193,19,Enugu-Ukwu,Anambra,Cornelius Olawale,2023-07-23,Pledged as Collateral
C-OF-O-CAEEF6E6,29,27,Surulere,Lagos,Faith Ogunleye,2024-06-16,Verified
C-OF-O-25E095A4,136,12,Trans-Ekulu,Enugu,Michael Ojo,2024-05-10,Verified
C-OF-O-D2B17F01,196,5,Ikeja GRA,Lagos,John Ekwueme,2022-05-06,Verified
C-OF-O-51FC8F28,22,3,Surulere,Lagos,Juliet Abiola,2015-05-13,Verified
C-OF-O-809E5DF4,112,42,Nnewi,Anambra,Agnes Balogun,2011-05-01,Verified
C-OF-O-8A5BDD7A,50,36,Nnewi,Anambra,Deborah Obi,2011-07-17,Verified
C-OF-O-F2D51AA3,66,9,GRA,Enugu,Philip Chukwu,2014-07-13,Verified
C-OF-O-A9614D50,84,34,New Haven,Enugu,Andrew Obasanjo,2010-11-04,Verified
C-OF-O-0F94331E,193,21,Ikoyi,Lagos,Benjamin Ogunleye,2021-03-23,Verified
C-OF-O-A7674ADF,73,50,Ikeja GRA,Lagos,Charity Oyekan,2023-01-21,Verified
C-OF-O-54A8F3F3,176,15,Uwani,Enugu,Angela Olawale,2014-09-07,Verified
C-OF-O-46EF3FD2,102,29,GRA,Enugu,Gloria Ekwueme,2019-06-05,Verified
C-OF-O-FF011B64,148,14,Surulere,Lagos,Mark Ibrahim,2013-11-20,Verified
C-OF-O-65C6EE8D,44,27,Uwani,Enugu,Juliet Akinwale,2013-01-07,Verified
C-OF-O-141FCFEE,3,13,New Haven,Enugu,Samuel Obi,2023-09-08,Verified
C-OF-O-2CDF3CE7,106,17,New Haven,Enugu,Samuel Adetokunbo,2013-03-04,Verified
C-OF-O-69ACC8BA,158,44,Surulere,Lagos,Ruth Abiola,2013-12-18,Verified
C-OF-O-79467E09,133,3,Victoria Island,Lagos,Emmanuel Chukwu,2023-02-07,Verified
C-OF-O-33BA50DB,153,24,Victoria Island,Lagos,Cornelius Oshodi,2017-07-20,Verified
C-OF-O-B91CA16E,138,27,Ikeja GRA,Lagos,Paul Eze,2011-03-20,Verified
C-OF-O-53FF3FFD,37,10,Ikeja GRA,Lagos,Sarah Ibrahim,2012-11-24,Verified
C-OF-O-BD851AFB,127,12,Enugu-Ukwu,Anambra,Gabriel Balogun,2012-06-11,Revoked
C-OF-O-A30ACFF4,21,5,Ikoyi,Lagos,Andrew Eze,2015-07-05,Verified
C-OF-O-7AFC3E84,43,8,Amawbia,Anambra,Gloria Uche,2020-04-11,Verified
C-OF-O-FCCB8A2C,128,6,Onitsha GRA,Anambra,Faith Oshodi,2021-09-26,Verified
C-OF-O-EFA4519B,69,16,Victoria Island,Lagos,Cornelius Akinwale,2013-11-25,Verified
C-OF-O-EAEFE99E,86,25,Enugu-Ukwu,Anambra,Cornelius Adetokunbo,2015-08-02,Verified
C-OF-O-2DBAF958,123,10,Victoria Island,Lagos,Esther Uche,2014-10-09,Verified
C-OF-O-BAA65FB5,117,26,Victoria Island,Lagos,Agnes Olawale,2022-06-25,Verified
C-OF-O-B1ECDEDF,148,12,Nnewi,Anambra,Cornelius Ogunleye,2013-02-12,Verified
C-OF-O-A08CBC8D,172,21,Amawbia,Anambra,Nathaniel Oshodi,2012-08-28,Verified
C-OF-O-EE44D528,20,50,GRA,Enugu,Andrew Obasanjo,2023-09-02,Verified
C-OF-O-98CFBF8A,196,9,Ikeja GRA,Lagos,Mark Obi,2013-07-02,Verified
C-OF-O-5A412C9F,191,14,Nnewi,Anambra,Mark Adetokunbo,2020-08-11,Verified
C-OF-O-CB6817DF,98,1,GRA,Enugu,Joseph Adetokunbo,2017-10-15,Verified
C-OF-O-1FD2570B,128,27,Uwani,Enugu,Charity Olawale,2019-12-18,Verified
C-OF-O-D2FCCA13,105,39,Victoria Island,Lagos,Andrew Abiola,2013-03-08,Verified
C-OF-O-FBAE6C41,69,45,Trans-Ekulu,Enugu,Andrew Ibrahim,2018-04-19,Verified
C-OF-O-67CC6114,174,49,Victoria Island,Lagos,Angela Adeyemi,2024-08-12,Verified
C-OF-O-509203A7,147,20,Ikeja GRA,Lagos,Mary Ibrahim,2018-07-03,Verified
C-OF-O-588B30F1,1,24,Victoria Island,Lagos,Faith Okonkwo,2014-07-10,Verified
C-OF-O-39BAA3F8,38,11,Ikeja GRA,Lagos,Cornelius Adeyemi,2022-12-02,Verified
C-OF-O-81EFC3AE,139,28,Ikeja GRA,Lagos,Esther Obasanjo,2022-05-26,Verified
C-OF-O-760967E7,20,37,Victoria Island,Lagos,Samuel Ekwueme,2015-07-17,Verified
C-OF-O-9FA64425,54,43,New Haven,Enugu,Deborah Ekwueme,2017-08-09,Verified
C-OF-O-03BD186A,92,31,Uwani,Enugu,Faith Uche,2011-02-13,Verified
C-OF-O-CACE87D2,72,38,Uwani,Enugu,Paul Ogunleye,2011-07-25,Verified
C-OF-O-D311E768,114,29,Nnewi,Anambra,Gabriel Okafor,2021-08-09,Verified
C-OF-O-FC6E6C10,171,12,Surulere,Lagos,Joy Ojo,2013-03-24,Verified
C-OF-O-80573DFB,187,19,Onitsha GRA,Anambra,Cornelius Chukwu,2018-11-15,Verified
C-OF-O-C0C096CD,106,11,Ikoyi,Lagos,Cornelius Okonkwo,2012-07-14,Verified
C-OF-O-0898B9E8,177,20,Amawbia,Anambra,Hope Adeyemi,2023-06-17,Verified
C-OF-O-2DDF0E94,153,13,Nnewi,Anambra,Elizabeth Chukwu,2012-11-12,Verified
C-OF-O-33FDE307,84,17,Ikeja GRA,Lagos,Paul Adetokunbo,2022-11-06,Verified
C-OF-O-A23CE270,197,31,Surulere,Lagos,Gloria Ekwueme,2021-08-24,Verified
C-OF-O-9846D40B,184,48,Trans-Ekulu,Enugu,Joseph Oshodi,2014-09-11,Verified
C-OF-O-64E8B808,4,7,Surulere,Lagos,Simon Obi,2016-02-01,Verified
C-OF-O-222A7E3D,31,5,Victoria Island,Lagos,Elizabeth Ojo,2010-11-27,Verified
C-OF-O-0DF1C9F9,16,35,Onitsha GRA,Anambra,Michael Ekwueme,2013-02-14,Verified
C-OF-O-0399BE97,39,36,GRA,Enugu,Benjamin Adeyemi,2019-06-21,Verified
C-OF-O-710D5FD6,125,34,Ikoyi,Lagos,Ruth Adeyemi,2012-05-27,Verified
C-OF-O-D09D414D,10,33,Surulere,Lagos,Comfort Ibrahim,2011-01-10,Verified
C-OF-O-735282ED,126,47,GRA,Enugu,James Adeyemi,2019-09-14,Verified
C-OF-O-761F4736,123,19,Amawbia,Anambra,Gloria Uche,2023-01-13,Verified
C-OF-O-45504D57,54,25,Nnewi,Anambra,John Adeyemi,2019-10-10,Verified
C-OF-O-652A743E,86,25,Victoria Island,Lagos,Esther Balogun,2013-08-26,Verified
C-OF-O-BF5BED80,78,37,Surulere,Lagos,Cornelius Nnamani,2020-01-19,Verified
C-OF-O-4D12747E,38,5,Enugu-Ukwu,Anambra,Daniel Obi,2022-07-18,Verified
C-OF-O-9A27F449,13,22,Nnewi,Anambra,Mary Olawale,2018-11-20,Verified
C-OF-O-A801AAD3,117,37,Ikeja GRA,Lagos,Juliet Akinwale,2021-04-28,Verified
C-OF-O-FD5FB447,175,36,Onitsha GRA,Anambra,Elizabeth Okonkwo,2024-08-20,Verified
C-OF-O-8AA5F809,145,46,Uwani,Enugu,Patience Akinwale,2015-09-30,Verified
C-OF-O-CCB25EC7,39,22,Uwani,Enugu,Comfort Abiola,2016-03-30,Verified
C-OF-O-01EFEFB9,118,49,Uwani,Enugu,Esther Chukwu,2018-04-13,Verified
C-OF-O-16E9E737,169,27,Enugu-Ukwu,Anambra,John Ekwueme,2020-06-14,Verified
C-OF-O-13A1635E,2,14,GRA,Enugu,Elizabeth Oyekan,2017-04-16,Verified
C-OF-O-9AD8C927,47,30,Nnewi,Anambra,Faith Obi,2020-10-22,Verified
C-OF-O-0E91CF97,132,35,Victoria Island,Lagos,Charity Akinwale,2017-06-19,Verified
C-OF-O-B3AAC3F8,180,41,Amawbia,Anambra,Ruth Balogun,2020-10-30,Verified
C-OF-O-742B5AD1,186,44,GRA,Enugu,Deborah Nnamani,2014-10-06,Verified
C-OF-O-0E94C5A5,145,34,Nnewi,Anambra,Michael Obi,2019-09-12,Verified
